"file_title","course_name","section_number","section_name","filename","filesize","file_path","file_timestamp"
"EXAMEN 3P 2018","Biofarmacia","0","Tema 0","examen 3p 2018.pdf","616174","cf/83/cf83ee2c211190a5a2e0739c2838a4942ee1b471","1615283794"
"BOLUS EXTRAVASAL","Biofarmacia","1","TERCER PARCIAL","07 BOLUS EXTRAVASAL.pdf","268173","19/da/19da53cc3ad653e2116c2d59bacb965a5ed95539","1614075006"
"DOSIS MULTIPLES EV","Biofarmacia","1","TERCER PARCIAL","09 DOSIS MULTIPLES EV.pdf","305628","ae/b2/aeb214296cd59195590f458f248c3e9f5e7a4f90","1613986189"
"DOSIS MULTIPLES EV","Biofarmacia","1","TERCER PARCIAL","09 DOSIS MULTIPLES EV.pdf","386622","89/1b/891bb0a4a1d1f219cdee9a1f499ec4f6b853ad3b","1614074972"
"ENSAYOS DE BIOEQUIVALENCIA","Biofarmacia","1","TERCER PARCIAL","08 ENSAYOS BIOEQUIVALENCIA.pdf","496505","e6/c6/e6c650beda73a58ea21940234bc9d27c5e95e7c3","1613986165"
"EXAMEN 3P 2014","Biofarmacia","1","TERCER PARCIAL","examen 3p 2014.pdf","328207","c3/a0/c3a0c8076ef458a70bc0215440df21b179732ac1","1614714198"
"EXAMEN 3P 2015","Biofarmacia","1","TERCER PARCIAL","examen 3p 2015.pdf","405560","29/f3/29f30bbcd0495ecc20c2193b5e50e4ea37440303","1614714226"
"EXAMEN 3P 2016","Biofarmacia","1","TERCER PARCIAL","examen 3p 2016.pdf","1640015","a9/4d/a94d8740d739f928fbbca071fe3c7bd02c6e1529","1615282221"
"EXAMEN 3P 2018","Biofarmacia","1","TERCER PARCIAL","examen 3p 2018.pdf","616174","cf/83/cf83ee2c211190a5a2e0739c2838a4942ee1b471","1615283999"
"EXAMEN 3P 2019","Biofarmacia","1","TERCER PARCIAL","examen 3p 2019.pdf","929882","80/54/80549503568280b9fb0fe31fd4372c7e8ba2e63e","1615283749"
"EXAMEN 3P 2020","Biofarmacia","1","TERCER PARCIAL","examen 3p 2020.pdf","259590","c3/a8/c3a846c5dfc36de99f19cc11ceaf76ba8641ae4c","1615284053"
"FORMULAS 3P 2020","Biofarmacia","1","TERCER PARCIAL","Fórmulas Examen 3 2020.pdf","135670","fb/ab/fbab31ba15dc9ae828c0c2afcf3e5976c107f2a1","1613986285"
"REPASO ENSAYOS DE BIOEQUIVALENCIA","Biofarmacia","1","TERCER PARCIAL","repaso ensayos de bioequivalencia.pdf","332070","2d/bf/2dbff45e010428c876d9c7eb2923bdac45390481","1616499267"
"BOLUS BICOMPARTIMENTAL IV","Biofarmacia","2","CUARTO PARCIAL","BOLUS BICOMPARTIMENTAL IV.pdf","713639","b7/db/b7db2cffc0e61740d9afa8b3d4d536ae90fc1505","1614670066"
"BOLUS IV BICOMPARTIMENTAL","Biofarmacia","2","CUARTO PARCIAL","10 BOLUS BICOMPARTIMENTAL IV.pdf","713639","b7/db/b7db2cffc0e61740d9afa8b3d4d536ae90fc1505","1614713801"
"EXAMEN 4P 2016","Biofarmacia","2","CUARTO PARCIAL","examen 4p 2016.pdf","541098","42/47/4247502df976cd7cb92c76773592f508af79d392","1621313844"
"EXAMEN 4P 2018","Biofarmacia","2","CUARTO PARCIAL","examen 4p 2018.pdf","432861","2a/f6/2af6777fb429b6aa74b6086e314d7bd5eee4f64b","1621313868"
"EXAMEN 4P 2020","Biofarmacia","2","CUARTO PARCIAL","examen 4p 2020.pdf","377016","13/d4/13d46fb7e8890bf7297de2c3a82d8ec4a133d3fd","1621313894"
"FORMULAS  4P","Biofarmacia","2","CUARTO PARCIAL","Fórmulas Examen 4 2019.pdf","104289","18/0b/180bb21c9bd7fae57c07d7792ca51ac232337c1c","1614669480"
"DIAPOSITIVAS UNIONES CELULARES","Biología ","0","Tema 0","Tema 12.pdf","1210037","a2/c7/a2c77f3017ded1607eb6472cedee3b8b7e14a7f1","1655317277"
"TEST BIOLOGÍA","Biología ","0","Tema 0","test examen biología mayo 2020.pdf","1452679","c7/b4/c7b480fab9d7d1a38b26ccc05714db0373228faf","1625412005"
"TEST BIOLOGÍA","Biología ","0","Tema 0","test examen biología mayo 2020.pdf","1452679","c7/b4/c7b480fab9d7d1a38b26ccc05714db0373228faf","1625412005"
"APUNTES TEMA 1","Biología ","1","TEMA 1. Membrana plasmática","TEMA 1.pdf","7981662","01/aa/01aa8736e4bd173c6e94f608671992bfc8ef61cc","1620590450"
"APUNTES TEMA 1","Biología ","1","TEMA 1. Membrana plasmática","TEMA 1.pdf","7941470","11/62/116224df0ececab891feb7ef9a75388600eb207c","1655395433"
"APUNTES TEMA 1 - MEMBRANA PLASMÁTICA","Biología ","1","TEMA 1. Membrana plasmática","TEMA 1.pdf","1915278","b2/6e/b26e7baab4b2292cb107a3bc04fac51d0bb7f39b","1620589290"
"APUNTES TEMA 8","Biología ","1","TEMA 1. Membrana plasmática","TEMA 8.pdf","19228207","e7/35/e735c8b873751e1d832ae79be76f9cd32c01357a","1623408033"
"DIAPOSITIVAS TEMA 1","Biología ","1","TEMA 1. Membrana plasmática","Tema 1 Membranas celulares.pdf","3062430","0f/9a/0f9aa28c71645cd134039cc65014bda10996459f","1620405723"
"DIAPOSITIVAS TEMA 8","Biología ","1","TEMA 1. Membrana plasmática","Tema 8 (online).pdf","3068447","9c/6f/9c6f5715a9f09d3efdfec0074dcf8357395cac2b","1620405876"
"MAPA CONCEPTUAL TEMA 1","Biología ","1","TEMA 1. Membrana plasmática","mapa conceptual membrana.pdf","227303","43/7a/437a5f3f01746e93419d143ecc75d0df83236cd5","1623409753"
"SOLUCIONES MEMBRANA","Biología ","1","TEMA 1. Membrana plasmática","SOLUCIONES MEMBRANA.pdf","92928","dd/86/dd8622f15a3542a966825a171420498cefe8cecb","1665079396"
"SOLUCIONES REGULACIÓN EXPRESIÓN GÉNICA","Biología ","1","TEMA 1. Membrana plasmática","SOLUCIONES REGULACION EXPRESION.pdf","89301","45/0f/450f3840a57b33aaf90771421b72e322d68bd854","1665080566"
"TEST 1 MEMBRANA","Biología ","1","TEMA 1. Membrana plasmática","tema 1 (membrana celular) test.pdf","717649","a3/d9/a3d9ba52cad9f7b3b83333f68b5bdfc0a540488f","1655368735"
"APUNTES TEMA  9","Biología ","2","TEMA 2 . Transporte","TEMA 9.pdf","9850006","0e/5e/0e5ef35d11780a815b2a2a7b89a5d56436effc31","1623408051"
"APUNTES TEMA 2","Biología ","2","TEMA 2 . Transporte","TEMA 2.pdf","19545115","c9/b4/c9b4bd7574ddecc052e5a257d4edd15796fdea3b","1656182012"
"DIAPOSITIVAS TEMA 2","Biología ","2","TEMA 2 . Transporte","Tema 2.pdf","5036083","cc/a3/cca3648a660cc0c886cbf98837b46fabca3d3919","1620405737"
"DIAPOSITIVAS TEMA 9","Biología ","2","TEMA 2 . Transporte","Tema 9.pdf","1723839","a8/5a/a85a2b0a4ab1d74157c323d9fa5fc0473b0a943d","1620405888"
"DIAPOSITIVAS TEMA 9, 10 Y 11","Biología ","2","TEMA 2 . Transporte","Tema 8 y 9 (Transporte vesicular. Retículo Endoplásmico y Aparato de Golgi) 2020.pdf","4813288","cd/fd/cdfd02ed3e28524cc9aad8b587a3d6fed3d943f0","1656180386"
"DISPOSITIVAS TEMAS 2","Biología ","2","TEMA 2 . Transporte","Tema 2 (Transporte).ppt","10478080","9f/0a/9f0a3a632d97488654dd7bc75c82f2d2876682be","1620393649"
"INFOGRAFIAS  TRANSPORTE ACTIVO","Biología ","2","TEMA 2 . Transporte","3.jpg","876698","04/44/04440728938b94efeb0e2d04b60bb7d5e5122695","1665080071"
"INFOGRAFIAS  TRANSPORTE PASIVO","Biología ","2","TEMA 2 . Transporte","2.jpg","883471","28/fb/28fb75869cd2e47664af582c8fa94dc7c08ccd33","1665080039"
"MAPA CONCEPTUAL -1 - TEMAS 9","Biología ","2","TEMA 2 . Transporte","mapa conceptual transporte vesicular.pdf","251793","fa/b6/fab618bbdaeca8d7914791d65b2ea21a6fd08fb1","1623409850"
"MAPA CONCEPTUAL -1 - TEMAS 9","Biología ","2","TEMA 2 . Transporte","mapa conceptual transporte vesicular.pdf","251793","fa/b6/fab618bbdaeca8d7914791d65b2ea21a6fd08fb1","1623409850"
"MAPA CONCEPTUAL -2 - TEMAS 9","Biología ","2","TEMA 2 . Transporte","mapa conceptual transporte vesicular 2.pdf","219866","43/94/43945f6975eb083030a8971011ecd70fe1f13ae6","1623409876"
"MAPA CONCEPTUAL TEMA 2","Biología ","2","TEMA 2 . Transporte","mapa conceptual transporte.pdf","297101","11/be/11bea6969f38e24b14d92f9c28970532d1679498","1623409773"
"POTENCIAL DE ACCIÓN","Biología ","2","TEMA 2 . Transporte","potencial de accion.pdf","393372","55/50/5550f2d60c9254c2aff10328037d4af94c94e812","1655223829"
"SOLUCIONES TRANSPORTE","Biología ","2","TEMA 2 . Transporte","SOLUCIONES TRANSPORTE.pdf","94908","50/db/50db1e570512ae11bb3c94b93f1f573e9d42028e","1665079499"
"TEST TEMA 2","Biología ","2","TEMA 2 . Transporte","tema 2 (transporte) test.pdf","617122","c3/e2/c3e2fa45cb1ee8095e2b288c8c366cf420e69cf4","1655368782"
"APUNTES TEMA 10","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","TEMA 10.pdf","15794090","04/32/0432f499206bf7e78a74993e566aabf04356cf1a","1623408070"
"APUNTES TEMA 3","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","TEMA 3.pdf","33357517","21/0e/210e5fdad1ad65c557f13131179cc3abfd04ef71","1620758844"
"DIAPOSITIVAS TEMA 10","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","Tema 10.pdf","1955094","d2/be/d2be121c32df8837f032a39b7f8b9a0e2aa64d84","1620405905"
"DIAPOSITIVAS TEMA 3 ","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","Tema 3 El núcleo.ppt","2163200","90/3c/903cf209dfa3a43aeff87a5b8b97953e00f6261b","1620393683"
"DIAPOSITIVAS TEMA 3","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","Tema 3 Cromatina V2.pdf","5816030","7b/00/7b00e9204b92d44b3ab67ff6ca595ab53a2d31bb","1620405755"
"GEF Y GAP - EXPORTACION E IMPORTACION","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","gef.jpg","30068","e4/47/e447efd940efe4a452469af7ce5ced692e54efc6","1737020471"
"GEN ARN NUCLEAR","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","45s.png","43470","ba/87/ba87b4e722c2b4cb6f2bd9a428ed6465b97261a3","1698920749"
"MAPA CONCEPTUAL  TEMA 10","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","mapa conceptual RE.pdf","224172","9b/a5/9ba5dbba3ae0094041adb7e9486b8426b7f86836","1623409897"
"MAPA CONCEPTUAL TEMA 3","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","mapa conceptual nucleo.pdf","269610","4f/b8/4fb869ef1444c0d65772013a4f9721e3798a89b2","1623409790"
"MITOSIS","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","mitosis.pdf","625621","8f/23/8f235eff2badff39fb8ab1f1af28340936fc7d7d","1621276466"
"NUCLEOLO","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","NOR.png","136574","05/8f/058fbae18aabfa80322a528f1dde07993c976d37","1667208856"
"NUCLEOLO","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","NUCLEOLO1.png","138458","20/5b/205b1d885af7158bbe9e9f028eae0ab0d8d55d0a","1686809004"
"NUCLEOLO _II","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","NUCLEOLO2.png","136574","05/8f/058fbae18aabfa80322a528f1dde07993c976d37","1686809047"
"SOLUCIONES NUCLEO Y NUCLEOLO","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","SOLUCIONES NUCLEO.pdf","96638","18/4d/184d123f250fa67a23ab8602a6402ee316b0023a","1665079576"
"SOLUCIONES RE Y TRAFICO VESICULAR","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","SOLUCIONES RE Y TRAFICO.pdf","99187","22/b5/22b5b28058519600c13cede5a4338a8effd65805","1665080680"
"TEMA 3. TRANSPORTE NUCLEAR","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","Tema 3 (El Núcleo).pdf","962437","0f/fa/0ffae50b54cf97734cfe88b73424c47d897731aa","1621007827"
"TEST TEMA 10","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","tema 10 (RE y transporte vesicular) test.pdf","1346310","e7/e8/e7e81399ca6b3b4300a0d81882018cb1389f0212","1655369271"
"TEST TEMA 3","Biología ","3","TEMA 3. Núcleo, nucleolo y ADN","tema 3 y 4 (ADn y Nucleo) test.pdf","1709537","d1/ed/d1ed40880432028a2437377ed15a118ea156e90a","1655368834"
"ADN","Biología ","4","TEMA 4. Replicación","ADN IMAGEN.jpg","136671","86/98/8698339644db69a5453878409efd3ecc985ea362","1655316025"
"ADN REPLICACIÓN","Biología ","4","TEMA 4. Replicación","REPLICACIÓN ADN.pdf","657790","47/28/472869e96e3ae0b38c58526f9611cfbb181798c7","1655315653"
"ADN REPLICACIÓN","Biología ","4","TEMA 4. Replicación","REPLICACIÓN ADN.pdf","959939","e4/28/e42881c40c1f698e752486df922cd73ac1dbf474","1655315879"
"APUNTES TEMA 11","Biología ","4","TEMA 4. Replicación","TEMA 11.pdf","14105636","3c/b6/3cb6d5c68edbbd49a8bdd15ccaad070cc32d6139","1623408106"
"APUNTES TEMA 4","Biología ","4","TEMA 4. Replicación","TEMA 4.pdf","13222789","78/64/7864c8ab93c0bc59c54cf71502fbd0bb17475154","1620759870"
"DIAPOSITIVAS TEMA 11","Biología ","4","TEMA 4. Replicación","Tema 11.pdf","1607171","a4/92/a49236fcba6c27dd3f160a5dceeae88c65a9c06f","1620405919"
"DIAPOSITIVAS TEMA 4","Biología ","4","TEMA 4. Replicación","Tema 4 Replicación.ppt","7020544","d9/62/d962c84c29adab49e176450bf476f6120eaeb53d","1620393703"
"DIAPOSITIVAS TEMA 4","Biología ","4","TEMA 4. Replicación","Tema 4 (Replicación).pdf","3479241","14/17/1417b176897918ec6fbd74879f927b0b5fc7892d","1620405769"
"EXPERIMENTO DE MESELSON Y STHAL","Biología ","4","TEMA 4. Replicación","EXPERIMENTO DE MESELSON Y STHAL.pdf","2373693","11/ce/11ce43c35ff1a7c8e6f063c08d2810c452e2e7a5","1655316192"
"MAPA CONCEPTUAL  TEMA 11","Biología ","4","TEMA 4. Replicación","mapa conceptual golgi.pdf","275505","d1/4e/d14eefdff651c25ac8713ba7a888f9e93927dcc6","1623409913"
"SOLUCIONES APARATO GOLGI","Biología ","4","TEMA 4. Replicación","SOLUCIONES APARATO DE GOLGI.pdf","87263","1c/37/1c37538c50c8c6443fe041f6b7f024a5c8b3326c","1665080769"
"SOLUCIONES REPLICACION","Biología ","4","TEMA 4. Replicación","SOLUCIONES REPLICACION.pdf","92052","fc/1c/fc1c3c54ec9e9e94f4150590ac1df231440cc46c","1665079678"
"TEST TEMA 4","Biología ","4","TEMA 4. Replicación","tema 4 (replicación) test.pdf","1754373","5b/1f/5b1fef94aa08aa930725a0ad1bdf65abecd4bdc7","1655368960"
"APUNTES TEMA  12","Biología ","5","TEMA 5. Transcripción","TEMA 12.pdf","13856088","ee/7d/ee7dcd5b67a04445ddc4220c427e6a97efce99e1","1623408086"
"APUNTES TEMA 5","Biología ","5","TEMA 5. Transcripción","TEMA 5.pdf","17376341","0a/c7/0ac7329acb03369ce56175b10a1cb289fc5104fd","1620759891"
"DIAPOSITIVAS TEMA 12","Biología ","5","TEMA 5. Transcripción","Temas 12 (Lisosomas y Proteasoma).pdf","1421304","83/d8/83d8c0d271cc62269613e4b7e7346b732b27987d","1620405934"
"DIAPOSITIVAS TEMA 12 LISOSOMA Y PROTEOSOMA TEXTO","Biología ","5","TEMA 5. Transcripción","Tema 14 Lisosomas y Proteasoma.pdf","3168557","e1/ef/e1ef04f524324b447e7b5b1e42f140e5ca961705","1656180478"
"DIAPOSITIVAS TEMA 5","Biología ","5","TEMA 5. Transcripción","Tema 5 Transcripción.ppt","5056000","d3/82/d38216e8282c210c9f67e3bd438e82823ffb2bab","1620393719"
"DIAPOSITIVAS TEMA 5","Biología ","5","TEMA 5. Transcripción","Tema 5 Transcripción (Clase On-Line).pdf","2753469","62/c5/62c599b9df3225720fe323a516a6b1665b503f5a","1620405784"
"DIAPOSITIVAS TEXTO TRANSCRIPCION","Biología ","5","TEMA 5. Transcripción","T.6 TRANSCRIPCIÓN DEL ADN 2024 [PORTAL].pdf","2566733","4a/58/4a58bcc3c06f89fbca6f8f6ec7c81fdfbe9e5adb","1740061349"
"PROMOTOR","Biología ","5","TEMA 5. Transcripción","PROMOTOR.png","59853","50/5c/505caf6b7f7b85fe8702d2e9a7b6440fa812be2f","1686909877"
"SOLUCIONES LISOSOMA Y PROTEOSOMA","Biología ","5","TEMA 5. Transcripción","SOLUCIONES LISOSOMA PEROXISOMA.pdf","88367","04/bc/04bc6d8472dadc69bebfa53de0d43f8107ad4e54","1665080880"
"SOLUCIONES TRANSCRIPCION","Biología ","5","TEMA 5. Transcripción","SOLUCIONES TRANSCRIPCION.pdf","95547","99/12/9912ae49e4ad4b15b52437aa9f485534fe68dc6a","1665079783"
"SPLICING ALTERNATIVO","Biología ","5","TEMA 5. Transcripción","SPLICING.gif","54982","67/9e/679ee2337c1c125e33a3fb1d6e7164038e839945","1686915651"
"TEMA 5 BIOLOGIA","Biología ","5","TEMA 5. Transcripción","tema 5 (transcripcion) test.pdf","2413744","22/cd/22cd50bef95366bbab31e810f4c2e71c7d1e39a6","1655369082"
"APUNTES TEMA  13","Biología ","6","TEMA 6. Ribosoma","TEMA 13.pdf","9764977","1c/4d/1c4d0653d4f59c1abc86f60011b6f181c5022a5e","1623408124"
"APUNTES TEMA 6","Biología ","6","TEMA 6. Ribosoma","TEMA 6.pdf","13412635","07/de/07decf52eebcb1d44ce8e428c680c553867a3f91","1620759908"
"DIAPOSITIVAS TEMA 13","Biología ","6","TEMA 6. Ribosoma","Tema 13 (Mitocondrias y Peroxisomas).pdf","1959263","5b/4c/5b4ce68bfa40378fc14c5e3acef79d66f0c47386","1620405949"
"DIAPOSITIVAS TEMA 13 MITOCONDRIA TEXTO","Biología ","6","TEMA 6. Ribosoma","Tema 10 (Mitocondrias y Peroxisomas) 2020.pdf","2110064","e8/72/e87242deca0a3ff7d53026527eab20de8199159d","1656180530"
"DIAPOSITIVAS TEMA 6","Biología ","6","TEMA 6. Ribosoma","Tema 6  Ribosomas.pdf","2830985","32/0e/320e5dc99d696f5808cffdc5ae12207010b3195d","1620405798"
"MAPA CONCEPTUAL . TEMA 3 - PEROXISOMA","Biología ","6","TEMA 6. Ribosoma","mapa conceptual peroxisomas 1.pdf","213335","2f/61/2f61f90de911f7ebd09d6ee94e0952d14da7e9e2","1623409981"
"MAPA CONCEPTUAL. TEMA 13 - MITOCONDRIA","Biología ","6","TEMA 6. Ribosoma","mapa conceptual mitocondria 1.pdf","377795","59/10/59106d166e61a00896b48a9f4b1965abe3a5b0d5","1623409953"
"SOLUCIONES MITOCONDRIA Y PEROXISOMA","Biología ","6","TEMA 6. Ribosoma","SOLUCIONES MITOCONDRIAS Y PEROXISOMAS.pdf","90977","f8/33/f833dac9708daf655212be208db29a0b15d3e1de","1665080970"
"SOLUCIONES RIBOSOMA","Biología ","6","TEMA 6. Ribosoma","SOLUCIONES RIBOSOMA.pdf","82037","12/68/1268bdcead417bbfde0d762852ae3be4563aa024","1665079861"
"TEST TEMA13","Biología ","6","TEMA 6. Ribosoma","tema 13 (mitocondria y peroxisoma) test.pdf","566862","38/4a/384abfff2479deb6cb9f98ea705a27f5e3c033e4","1655369387"
"APUNTES TEMA  14","Biología ","7","TEMA 7. Traducción y código genético","TEMA 14.pdf","15990165","50/5f/505ff45f6a0c7dc626f24034cd595286a6f87555","1623408139"
"APUNTES TEMA 7","Biología ","7","TEMA 7. Traducción y código genético","TEMA 7.pdf","24859986","2a/79/2a79f0ba64a1688b41f46d33e861862fdf651993","1620759928"
"CITOESQUELETO TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Microtúbulos.pdf","2520668","15/bf/15bfc7ef3aa301d6412af04fef20030dbbe4e92b","1656180692"
"DIAPOSITIVAS TEMA 14 - MICROFILAMENTOS","Biología ","7","TEMA 7. Traducción y código genético","Tema 14-Parte III Microfilamentos.pdf","2037034","47/cd/47cd15dce60b35c83bbde0ccafc386a0e3879f7a","1620406068"
"DIAPOSITIVAS TEMA 14 - MICROTÚBULOS","Biología ","7","TEMA 7. Traducción y código genético","Tema 14-Parte II Microtúbulos.pdf","2046015","0e/b4/0eb46b76565fa04128f400680b75072717f1dc7e","1620406030"
"DIAPOSITIVAS TEMA 7","Biología ","7","TEMA 7. Traducción y código genético","Tema 7 Traducción y código genético.ppt","6689280","bd/c3/bdc3d2a7e0640f3b11a2606f88cd58b32ec651df","1620393737"
"DIAPOSITIVAS TEMA 7","Biología ","7","TEMA 7. Traducción y código genético","Tema 7.pdf","2849640","9f/9f/9f9f6a4688eeba171875dbc3649746e29c68881c","1620405813"
"ESQUEMA TRADUCCIÓN","Biología ","7","TEMA 7. Traducción y código genético","traduccion.docx","1517650","30/58/3058b6869328a9dbc5c1bc9c2e78172b124c49fb","1623087274"
"FILAMENTOS INTERMEDIOS - TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Filamentos Intermedios.pdf","9853199","72/91/7291bc7cbb78c7d15511261b15b1407070f87dcb","1655317897"
"FILAMENTOS INTERMEDIOS TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Filamentos Intermedios.pdf","1545527","fb/19/fb1901acbce9c84d7186c670c886ca894afe952c","1656180634"
"MAPA CONCEPTUAL TEMA 14","Biología ","7","TEMA 7. Traducción y código genético","mapa conceptual citoesqueleto 1.pdf","168845","c8/5e/c85efa055f3f64d1e9665d6ed08f95b938dabdb0","1623410017"
"MAPA CONCEPTUAL TEMA 7","Biología ","7","TEMA 7. Traducción y código genético","mapa conceptual traduccion.pdf","278488","91/c0/91c08ee00d569b0e123ba8361162c0c7411b770f","1623409811"
"MICROFILAMENTOS - TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Microfilamentos.pdf","2729760","ad/92/ad9239223557348ebc06e5438c12bd4d1aaaad83","1655317868"
"MICROFILAMENTOS TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Microfilamentos.pdf","2729760","ad/92/ad9239223557348ebc06e5438c12bd4d1aaaad83","1656180669"
"MICROTUBULOS - TEXTO","Biología ","7","TEMA 7. Traducción y código genético","Microtúbulos.pdf","2520668","15/bf/15bfc7ef3aa301d6412af04fef20030dbbe4e92b","1655317829"
"SHINE DALGARNO","Biología ","7","TEMA 7. Traducción y código genético","SHINE DALGARNO.png","92515","6a/61/6a614bccd2091607ebdee8e93f768a7820b2b240","1709045138"
"SOLUCIONES CITOESQUELETO","Biología ","7","TEMA 7. Traducción y código genético","SOLUCIONES CITOESQUELETO.pdf","86540","08/25/0825f663c541c52f29584aff6cbbb9e46250cc36","1665081065"
"SOLUCIONES TRADUCCION","Biología ","7","TEMA 7. Traducción y código genético","SOLUCIONES TRADUCCIÓN.pdf","92904","09/d2/09d26d44c30f0ad7b3d261e797ae9081cc680fe0","1665079943"
"TEST TEMA 7","Biología ","7","TEMA 7. Traducción y código genético","tema 7 (traducción) test.pdf","1203764","71/ad/71adeb64aba8ad4fd036e405aa821f9e29892c6a","1655369143"
"APUNTES TEMA 8","Biología ","8","TEMA 8. Regulación de la expresión génica","TEMA 8.pdf","19228207","e7/35/e735c8b873751e1d832ae79be76f9cd32c01357a","1623408033"
"DIAPOSITIVAS TEMA 8","Biología ","8","TEMA 8. Regulación de la expresión génica","Tema 8 (online).pdf","3068447","9c/6f/9c6f5715a9f09d3efdfec0074dcf8357395cac2b","1620405876"
"SOLUCIONES REGULACIÓN EXPRESIÓN GÉNICA","Biología ","8","TEMA 8. Regulación de la expresión génica","SOLUCIONES REGULACION EXPRESION.pdf","89301","45/0f/450f3840a57b33aaf90771421b72e322d68bd854","1665080566"
"APUNTES TEMA  9","Biología ","9","TEMA 9. Tráfico vesicular","TEMA 9.pdf","9850006","0e/5e/0e5ef35d11780a815b2a2a7b89a5d56436effc31","1623408051"
"DIAPOSITIVAS TEMA 9","Biología ","9","TEMA 9. Tráfico vesicular","Tema 9.pdf","1723839","a8/5a/a85a2b0a4ab1d74157c323d9fa5fc0473b0a943d","1620405888"
"DIAPOSITIVAS TEMA 9, 10 Y 11","Biología ","9","TEMA 9. Tráfico vesicular","Tema 8 y 9 (Transporte vesicular. Retículo Endoplásmico y Aparato de Golgi) 2020.pdf","4813288","cd/fd/cdfd02ed3e28524cc9aad8b587a3d6fed3d943f0","1656180386"
"MAPA CONCEPTUAL -2 - TEMAS 9","Biología ","9","TEMA 9. Tráfico vesicular","mapa conceptual transporte vesicular 2.pdf","219866","43/94/43945f6975eb083030a8971011ecd70fe1f13ae6","1623409876"
"TRÁFICO VESICULAR","Biología ","9","TEMA 9. Tráfico vesicular","TRÁFICO VESICULAR.png","110373","e5/c6/e5c6e90d46ab81b1cf0f0d1187e35ab83f265199","1687339695"
"APUNTES TEMA 10","Biología ","10","TEMA 10. Retículo endoplasmático","TEMA 10.pdf","15794090","04/32/0432f499206bf7e78a74993e566aabf04356cf1a","1623408070"
"DIAPOSITIVAS TEMA 10","Biología ","10","TEMA 10. Retículo endoplasmático","Tema 10.pdf","1955094","d2/be/d2be121c32df8837f032a39b7f8b9a0e2aa64d84","1620405905"
"IMAGEN RETÍCULO ENDOPLASMÁTICO","Biología ","10","TEMA 10. Retículo endoplasmático","201601_Endoplasmic_reticulum.png","93824","3e/0d/3e0d1d6bcd68bf9c69c03991e3151ce926ec89bc","1676470784"
"MAPA CONCEPTUAL  TEMA 10","Biología ","10","TEMA 10. Retículo endoplasmático","mapa conceptual RE.pdf","224172","9b/a5/9ba5dbba3ae0094041adb7e9486b8426b7f86836","1623409897"
"SOLUCIONES RE Y TRAFICO VESICULAR","Biología ","10","TEMA 10. Retículo endoplasmático","SOLUCIONES RE Y TRAFICO.pdf","99187","22/b5/22b5b28058519600c13cede5a4338a8effd65805","1665080680"
"TEST TEMA 10","Biología ","10","TEMA 10. Retículo endoplasmático","tema 10 (RE y transporte vesicular) test.pdf","1346310","e7/e8/e7e81399ca6b3b4300a0d81882018cb1389f0212","1655369271"
"APUNTES TEMA 11","Biología ","11","TEMA 11. Aparato de Golgi","TEMA 11.pdf","14105636","3c/b6/3cb6d5c68edbbd49a8bdd15ccaad070cc32d6139","1623408106"
"DIAPOSITIVAS TEMA 11","Biología ","11","TEMA 11. Aparato de Golgi","Tema 11.pdf","1607171","a4/92/a49236fcba6c27dd3f160a5dceeae88c65a9c06f","1620405919"
"MAPA CONCEPTUAL  TEMA 11","Biología ","11","TEMA 11. Aparato de Golgi","mapa conceptual golgi.pdf","275505","d1/4e/d14eefdff651c25ac8713ba7a888f9e93927dcc6","1623409913"
"SOLUCIONES APARATO GOLGI","Biología ","11","TEMA 11. Aparato de Golgi","SOLUCIONES APARATO DE GOLGI.pdf","87263","1c/37/1c37538c50c8c6443fe041f6b7f024a5c8b3326c","1665080769"
"APUNTES TEMA  12","Biología ","12","TEMA 12. Lisosomas y proteosoma","TEMA 12.pdf","13856088","ee/7d/ee7dcd5b67a04445ddc4220c427e6a97efce99e1","1623408086"
"DIAPOSITIVAS TEMA 12","Biología ","12","TEMA 12. Lisosomas y proteosoma","Temas 12 (Lisosomas y Proteasoma).pdf","1421304","83/d8/83d8c0d271cc62269613e4b7e7346b732b27987d","1620405934"
